"Participant","Experimenter","Experiment_Duration","Date","Mobile","Gender","Age","Education","Ethnicity","PID5_Duration","PID5_Order","PID5_NegativeAffect_10","PID5_Antagonism_25","PID5_Psychoticism_24","PID5_NegativeAffect_8","PID5_Detachment_14","PID5_Antagonism_22","PID5_NegativeAffect_9","PID5_Psychoticism_12","PID5_Antagonism_19","PID5_Antagonism_20","PID5_NegativeAffect_11","PID5_Disinhibition_1","PID5_Detachment_13","PID5_Psychoticism_7","PID5_Psychoticism_21","PID5_Disinhibition_6","PID5_Psychoticism_23","PID5_Detachment_18","PID5_Disinhibition_3","PID5_Antagonism_17","PID5_Detachment_4","PID5_Detachment_16","PID5_Disinhibition_5","PID5_Disinhibition_2","PID5_NegativeAffect_15","IPIP6_Duration","IPIP6_Order","IPIP6_Extraversion_1","IPIP6_Agreeableness_2","IPIP6_Conscientiousness_3","IPIP6_Neuroticism_4","IPIP6_Openness_5","IPIP6_HonestyHumility_6_R","IPIP6_Extraversion_7_R","IPIP6_Agreeableness_8_R","IPIP6_Openness_9_R","IPIP6_Conscientiousness_10","IPIP6_Conscientiousness_11_R","IPIP6_HonestyHumility_12_R","IPIP6_Openness_13_R","IPIP6_Agreeableness_14","IPIP6_Neuroticism_15_R","IPIP6_Neuroticism_16","IPIP6_Neuroticism_17_R","IPIP6_HonestyHumility_18_R","IPIP6_Extraversion_19_R","IPIP6_Agreeableness_20_R","IPIP6_Openness_21_R","IPIP6_Conscientiousness_22_R","IPIP6_Extraversion_23","IPIP6_HonestyHumility_24_R","SSS_Duration","SSS_Order","SSS_19","SSS_10","SSS_20","SSS_14","SSS_7","SSS_11","SSS_9","SSS_2","SSS_16","SSS_5","SSS_18","SSS_1","SSS_8","SSS_17","SSS_3","SSS_21","SSS_4","SSS_12","SSS_13","SSS_6","SSS_15","MIST_Duration","MIST_Order","MIST_Real_A_3","MIST_Real_B_6","MIST_Fake_C_13","MIST_Real_B_7","MIST_Fake_D_16","MIST_Fake_C_10","MIST_Fake_D_15","MIST_Fake_C_9","MIST_Real_A_2","MIST_Real_A_1","MIST_Real_B_8","MIST_Real_A_5","MIST_Fake_D_14","MIST_Fake_C_11","MIST_Fake_C_12","MIST_Real_A_4","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","IPIP6_SD","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism","PID5_SD","SSS_General","SSS_SD","MIST_RealDetection","MIST_FakeDetection","MIST_Discernment","MIST_Distrust","MIST_Naivete"
"S021","Experimenter_DM",35.0411166666667,"26/01/2024","False","Male",49,"High School","White",4.99541666666667,3,0,1,0,0,1,0,1,0,0,0,2,1,2,0,1,1,0,2,0,0,2,2,0,1,2,3.36275833333333,1,0.5,0.5,0.28,0.28,0.5,0.15,0.5,0.5,0.08,0.66,0.36,0.37,0.24,0.33,0.75,0.5,0.5,0.15,0.64,0.51,0.11,0.22,0.31,0,5.03105,2,1,0,0,1,1,2,0,1,1,1,2,2,1,1,1,2,2,2,3,0,0,3.39718333333333,4,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0.4175,0.59,0.3825,0.7675,0.8325,0.455,0.146101780030633,0.6,1.8,1,0.2,0.2,0.577872668801008,0.285714285714286,0.853563956930837,2,2,4,0,0
"S022","Experimenter_DM",29.8510833333333,"26/01/2024","False","Male",23,"Bachelor","White",4.18651666666667,3,1,2,0,0,1,1,1,1,2,1,0,0,0,1,2,3,3,1,0,1,0,2,0,3,1,2.267375,4,0.73,0.62,0.57,0.17,0.5,0.5,0.16,0.91,0.3,0.62,0.25,0.5,0.11,0.7,0.69,0.2,0.34,0.45,0.36,0.58,0.25,0.44,0.42,0.59,3.29385,2,1,0,2,0,2,3,0,3,4,3,0,1,2,1,0,3,2,1,4,1,0,3.17988333333333,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0.6575,0.625,0.335,0.71,0.49,0.4575,0.163673240734451,1.2,0.8,0.6,1.4,1.4,0.943089647831809,0.392857142857143,1.36277028773849,2,3,5,1,-1
"S023","Experimenter_DM",76.4717833333333,"27/01/2024","False","Male",39,"High School","White",34.8165666666667,2,1,1,1,0,0,1,0,0,1,0,1,0,2,1,1,1,2,3,0,1,0,0,0,1,1,3.77903333333333,3,0.78,0.71,0.79,0.38,1,0.88,0.2,0.5,0.22,1,0.25,0.78,0,0.26,0.49,0.32,0.32,0,1,0.24,0.24,0.46,0.71,0,4.60368333333333,1,0,0,0,1,0,2,1,2,0,3,2,1,1,1,0,3,1,0,3,0,0,5.0307,4,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0.5725,0.77,0.4725,0.885,0.585,0.5575,0.262272517649604,0.4,1,0.6,0.8,1,0.732795810813987,0.25,1.09544511501033,3,4,7,1,-1
"S024","Experimenter_DM",28.9455,"27/01/2024","False","Male",54,"Bachelor","White",4.30156666666667,4,0,0,0,2,1,0,2,2,2,0,1,0,1,1,2,2,0,3,1,0,3,3,0,2,3,2.32101666666667,1,0,0.65,0.46,0.6,0.85,0.38,0.8,0.38,0.08,0.33,0.62,0.64,0.12,0.17,0.06,0.76,0.77,0,0.71,0.43,0.2,0.14,0.03,0,3.24675,2,1,1,0,2,2,2,0,1,3,2,3,2,0,0,0,1,0,3,2,0,0,2.47671666666667,3,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0.13,0.5075,0.6325,0.8625,0.745,0.5025,0.211529353505942,1,2.2,1.6,0.4,1,1.02600954622188,0.297619047619048,1.12334534400814,2,1,3,-1,1
"S025","Experimenter_DM",111.959916666667,"27/01/2024","False","Male",52,"Bachelor","White",80.1024,3,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,2,0,0,1,2.67616666666667,2,0.31,1,0.5,0.29,1,0,0.72,0.23,0,1,0,0.72,0,0.72,0.4,0.61,1,0,0.68,0,0,0,0.22,0,2.29296666666667,4,2,2,1,1,2,0,0,1,1,0,4,1,0,0,1,0,1,3,1,0,0,2.988,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.2825,0.875,0.375,1,0.82,0.8725,0.18240602356944,0.2,0.6,0.8,0.8,1,0.447213595499958,0.25,1.09544511501033,0,0,0,0,0
"S026","Experimenter_DM",28.4677333333333,"27/01/2024","False","Male",28,"Bachelor","White",1.40283333333333,2,2,0,1,1,1,0,0,0,0,0,3,1,0,1,2,1,3,0,0,0,1,2,0,0,0,1.087725,1,0.32,1,0.2,0,0.64,0.27,0.49,0,0,0.28,0.7,0.29,0.26,1,0.81,0,0.8,0,0.67,0,0,1,0.33,0,1.49071666666667,4,2,2,0,2,0,1,0,0,2,2,2,2,1,0,0,1,1,4,4,0,0,1.84991666666667,3,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.3725,0.195,0.0975,0.845,0.86,1,0.114479386363952,0.4,0.8,1.2,0,1.4,0.765679698035782,0.30952380952381,1.26114082896249,0,0,0,0,0
"S027","Experimenter_DM",27.2103833333333,"27/01/2024","False","Male",35,"Master","White",4.38473333333333,1,1,1,1,1,0,1,2,0,2,0,1,2,0,1,2,2,1,1,1,0,2,0,1,2,2,2.00828333333333,2,0.86,0.78,0.19,0.76,0.9,0.71,0.23,0.38,0.05,0.75,0.17,0.65,0.11,0.79,0.75,0.61,0.05,0.01,0.38,0.19,0.06,0.1,0.87,0.22,2.6013,4,1,1,2,2,1,2,1,1,2,0,2,1,0,2,1,1,0,2,4,0,0,2.05101666666667,3,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0.78,0.6675,0.6425,0.92,0.6025,0.75,0.198576240733819,1.6,0.6,1.4,0.8,1,0.706727822746174,0.30952380952381,0.995226703056239,1,0,1,-1,1
"S028","Experimenter_DM",28.1261666666667,"27/01/2024","False","Female",26,"Bachelor","Other",2.88216666666667,1,0,0,1,1,1,0,2,1,1,0,0,0,2,0,1,0,1,3,1,1,0,2,0,1,2,2.16238,3,0,0.63,1,0.57,0.54,0.12,0.44,0.49,0.09,0.88,0.07,1,0.07,0.84,0.39,0.58,0.5,0.25,0.35,0.64,0.28,0,0,0,1.99118333333333,2,0,1,0,1,1,1,1,0,1,0,1,1,1,3,0,2,3,3,1,0,0,2.32896666666667,4,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0.3025,0.9525,0.565,0.775,0.6575,0.585,0.215353538011334,0.4,1.6,1,0.4,0.8,0.736566827121886,0.25,1,2,2,4,0,0
"S029","Experimenter_DM",24.8666,"27/01/2024","False","Male",26,"Other","Asian",3.17791666666667,1,1,3,3,2,2,3,2,3,1,1,0,1,1,3,2,0,2,3,2,2,2,2,1,2,0,1.83515,4,0.23,0.23,0.27,0.24,0.65,0.41,0.83,0.7,0.76,0.84,0.68,0.42,0.21,0.37,0.72,0.31,0.71,0.22,0.76,0.31,0.76,0.75,0.83,0.27,1.95663333333333,2,1,2,1,3,3,2,1,0,1,2,3,2,0,1,0,1,0,1,3,2,1,2.42325,3,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.3675,0.42,0.28,0.48,0.67,0.3975,0.201226401034128,1.2,2,1,2,2.6,0.818297873045158,0.357142857142857,1.02817452659695,1,2,3,1,-1
"S030","Experimenter_DM",26.8699666666667,"29/01/2024","False","Male",22,"High School","White",1.57231666666667,3,1,2,3,3,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,1,3,2,1,0,1,1.05856666666667,4,0.75,0.87,0.2,0.56,0.78,0.57,0.56,0.35,0.18,0.54,0.73,0.58,0.17,0.66,0.22,0.82,0.09,0.65,0.48,0.58,0.08,0.82,0.41,0.7,2.57351666666667,2,1,1,0,0,2,0,1,2,1,0,3,0,0,0,2,1,1,3,0,1,1,2.41228333333333,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0.53,0.2975,0.7675,0.8375,0.375,0.65,0.128831894425102,1,2,1.6,1.6,2,0.712694018412945,0.238095238095238,0.973457265430305,1,2,3,1,-1
"S031","SONA",26.8697666666667,"29/01/2024","False","Female",28,"Bachelor","White",1.72645,4,0,0,1,2,0,1,0,0,1,0,1,1,2,1,2,2,2,1,1,0,2,2,1,1,1,1.71716666666667,1,0.59,0.81,0.55,0.4,0.79,0.22,0.4,0.15,0.37,0.64,0.41,0.18,0.2,0.67,0.42,0.33,0.34,0.12,0.25,0.16,0.3,0.65,0.39,0.09,3.07525,3,3,2,2,2,0,2,0,0,3,0,2,1,1,0,3,1,3,3,1,1,1,2.24058333333333,2,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0.5825,0.5325,0.4925,0.73,0.8475,0.7925,0.108448542256102,1.2,1.4,0.8,0.4,1.2,0.712536679414638,0.369047619047619,1.12334534400814,2,3,5,1,-1
"S032","Website",23.1855333333333,"29/01/2024","False","Male",39,"High School","Other",2.13093333333333,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,1,1.3166,3,0.02,0.89,0.66,0.37,0.88,0.01,1,0.43,0.01,0.73,0.09,0.58,0.07,0.92,0.72,0.04,0.02,0.05,1,0.19,0.04,0,0,0.03,2.00536666666667,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,2,2,1,0,0,2.43981666666667,2,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.005,0.825,0.4175,0.94,0.8325,0.7975,0.174699325226855,0.4,0.8,0.4,0.2,0,0.475863747408873,0.142857142857143,0.746420027292179,0,0,0,0,0
"S033","SONA",31.9518166666667,"29/01/2024","False","Female",20,"High School","White",4.8864,2,1,0,2,1,0,0,1,0,0,1,1,0,2,2,2,2,2,0,1,0,2,1,0,0,1,1.70000833333333,1,0.5,0.87,0.33,0.45,0.75,0.04,0.5,0.43,0.55,0.68,0.7,0.58,0.11,0.74,0.29,0.34,0.37,0.4,0.57,0.45,0.5,0.44,0.44,0.55,1.94658333333333,4,0,1,1,2,2,2,0,0,2,2,3,0,3,1,1,0,3,0,3,0,0,2.53713333333333,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.4675,0.4675,0.5325,0.6475,0.6075,0.6825,0.166084502459524,0.6,1,1,0.2,1.6,0.647213595499958,0.30952380952381,1.17918454470714,7,0,7,-7,7
"S034","Experimenter_DM",23.0376833333333,"29/01/2024","False","Male",45,"Bachelor","White",1.43073333333333,2,1,1,1,2,0,1,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2,0.975066666666667,4,0.68,0.93,0.58,0.5,0.64,0.17,0.17,0,0,0.5,0.55,0,0,0.97,0.6,0.5,0.3,0,0.24,0,0.5,0.5,0,0,2.02861666666667,1,1,0,2,2,2,3,0,3,2,0,3,2,0,0,1,2,3,3,3,0,0,1.10185,3,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.5675,0.5075,0.525,0.785,0.9575,0.975,0.15596505196712,0.2,0.4,1.4,1,0.4,0.559497609840401,0.380952380952381,1.24976188208185,0,0,0,0,0
"S035","Experimenter_DM",19.2945166666667,"29/01/2024","False","Male",16,"Other","White",1.68821666666667,2,1,2,2,3,1,2,3,3,2,3,2,3,2,3,3,3,2,0,2,0,3,1,3,3,3,1.24484333333274,4,0.29,0.72,0.29,1,0.87,0.63,0,0.19,0.34,0.43,0.89,0.58,0.23,0.68,0.44,1,0.28,0.73,0.29,0.33,0.15,0.6,0.13,0.74,1.16433333333333,1,4,3,0,3,3,3,1,4,3,3,4,3,4,3,3,3,3,3,2,3,0,1.1149,3,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.5325,0.3075,0.82,0.7875,0.33,0.72,0.165971255019301,2.8,1.4,2.4,1.8,2.6,0.824996776822902,0.69047619047619,1.13599128098599,3,5,8,2,-2
"S036","SONA",21.4865833333333,"30/01/2024","False","Female",19,"High School","White",1.44013333333333,4,2,1,2,3,2,1,3,2,2,1,3,1,3,3,3,0,3,0,2,2,2,2,2,1,3,1.41310833333333,2,0,0.61,0.85,1,1,0.54,0.07,0.69,1,1,0.28,0.27,0.16,0,0.68,1,0.75,0.17,0.8,0.77,0.84,0.27,0,0.16,2.0023,1,3,3,4,2,3,3,1,2,3,3,3,2,4,0,0,2,4,3,3,2,0,1.49623333333333,3,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0.2825,0.825,0.6425,0.5,0.715,0.2875,0.318196431395096,1.2,1.8,2.8,1.4,2.6,0.69495277041094,0.595238095238095,1.2440333788203,2,5,7,3,-3
"S037","SONA",19.5737333333333,"30/01/2024","False","Female",21,"Bachelor","White",1.16503333333333,3,2,0,1,2,1,0,1,1,0,1,1,1,2,0,1,1,2,1,1,0,1,2,0,1,2,1.07068666666746,4,0.73,1,0.8,0.21,0.84,0.25,0,0.12,0.25,0.69,0.69,0.07,0.18,0.76,0.58,0.36,0.28,0.33,0.72,0.22,0.49,0.77,0.85,0.22,1.00838333333333,1,1,0,1,2,2,0,1,0,1,0,1,1,1,2,0,1,1,2,1,0,0,1.39963333333333,2,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0.715,0.5075,0.4275,0.73,0.7825,0.855,0.195766160791667,0.8,1.4,1.6,0.2,1,0.539395817439359,0.214285714285714,0.72702917999997,2,3,5,1,-1
"S038","SONA",24.2394,"30/01/2024","False","Other",21,"High School","White",2.34828333333333,4,2,1,1,2,1,0,0,0,1,0,2,0,2,1,2,0,0,1,0,0,2,1,0,0,1,1.60846666666667,2,0.1,0.82,0.94,0.11,0.23,0,0.39,0,0.18,1,0.31,0,0.34,0.82,0.41,0.12,0.44,0,0.6,0.09,0.41,0.08,0,0,1.60386666666667,1,3,2,0,2,1,3,0,2,2,1,1,2,0,1,1,3,2,3,2,2,0,2.12761666666667,3,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.2775,0.8875,0.345,0.575,1,0.8875,0.169451536655645,0,1.4,1.4,0.4,0.8,0.565306466508865,0.392857142857143,1.02817452659695,0,2,2,2,-2
"S039","SONA",21.5924,"30/01/2024","False","Female",19,"Bachelor","White",1.28736666666667,1,3,1,2,3,0,0,3,0,3,0,3,0,0,3,3,0,3,1,1,0,2,0,1,2,3,2.2839599999999,2,0.73,1,0.54,0.9,0.84,0.15,0.19,0,0.42,0.95,1,0.13,0.19,1,0.17,1,0.73,0,0.61,0.36,0.44,0.72,0,0,1.07761666666667,3,4,2,4,4,4,4,4,1,4,3,4,4,4,4,2,4,4,2,4,3,1,1.14081666666667,4,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.4825,0.4425,0.75,0.6975,0.93,0.91,0.251698149799365,0.8,0.6,3,0.8,2.2,0.86775363592301,0.833333333333333,1.06458129484475,1,0,1,-1,1
"S040","SONA",24.83325,"30/01/2024","False","Female",18,"High School","White",1.48478333333333,1,2,0,0,3,0,0,3,2,3,0,2,2,0,1,1,2,2,2,1,1,3,0,1,1,3,1.19334833333294,3,0.25,0.87,0.09,0.91,0.6,0.53,0.44,0.13,0.58,0.6,0.74,0.37,0.41,0.84,0.23,0.88,0.17,0.01,0.7,0.17,0.36,0.25,0.33,0.01,1.22216666666667,4,1,3,4,2,1,4,0,1,3,0,1,2,0,2,0,3,3,3,3,1,0,2.3126,2,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0.36,0.425,0.8475,0.5625,0.77,0.8525,0.147024935712538,1.4,1,2.6,0.8,1.2,0.930031836991607,0.44047619047619,1.37494588638106,3,1,4,-2,2
"S041","SONA",18.9107333333333,"30/01/2024","False","Female",18,"Bachelor","White",1.47141666666667,3,3,0,3,3,0,0,2,2,2,0,1,2,2,2,2,1,3,1,1,0,1,1,2,2,2,1.13130499999921,1,0.74,1,0.62,0.62,0.36,0.13,0.41,0.16,0.61,0.6,0.32,0.51,0.68,1,0.36,0.71,0.36,0.62,0.56,0.11,0.24,0.61,0.62,0.58,1.3137,4,3,2,1,3,1,3,0,3,3,2,4,3,1,1,1,3,3,3,2,1,1,1.30395,2,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0.5975,0.5725,0.6525,0.4575,0.54,0.9325,0.133017573445298,1.6,1,2.2,0.4,2.4,0.706727822746174,0.523809523809524,1.09108945117996,1,1,2,0,0
"S042","SONA",32.9131333333333,"30/01/2024","False","Female",18,"High School","White",1.96873333333333,1,2,0,1,3,1,0,3,0,2,0,2,0,2,2,2,3,2,2,0,0,2,3,1,0,2,1.66899333333333,4,0.12,0.82,0.4,0.69,0.7,0.12,0.65,0.07,0.77,0.89,0.13,0.09,0.34,0.64,0.17,0.67,0.56,0,0.54,0.61,0.34,0.33,0.08,0.4,1.5697,2,4,2,1,0,2,0,0,1,1,0,3,0,0,0,0,4,2,3,3,0,1,2.34526666666667,3,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0.2525,0.7075,0.6575,0.5625,0.8475,0.695,0.20047003296064,0.8,2,2.4,0.4,1.4,0.869504840346415,0.321428571428571,1.41925533794512,3,1,4,-2,2
"S043","SONA",25.4308833333333,"30/01/2024","False","Female",45,"Bachelor","Mixed",2.6968,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,1,0,0,1,0,0,0,0,1,0,2.08575166666657,4,0.68,0.97,0.32,0.55,0.97,0.12,0.28,0.03,0.08,0.2,0.5,0.5,0.01,0.98,0.81,0.2,0.13,0,0.18,0.06,0.05,0.15,0.87,0.55,2.13076666666667,3,1,2,1,0,0,3,0,0,2,0,0,2,4,0,1,3,4,4,3,0,0,2.82993333333333,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.7725,0.4675,0.4525,0.9575,0.7075,0.965,0.169430308332389,0.6,0.4,0.8,0.4,0,0.686404410903066,0.357142857142857,1.53529894715748,4,0,4,-4,4
"S044","SONA",26.2573,"30/01/2024","False","Female",19,"High School","White",1.95003333333333,1,2,2,3,3,0,2,3,3,2,1,3,0,0,3,2,1,2,1,2,2,2,0,0,1,3,4.13833666666647,3,0.11,0.89,0.56,0.94,0.98,0.34,0.64,0.29,0.11,0.88,0.73,0.5,0.16,0.85,0.07,0.87,0.09,0.97,0.82,0.06,0.09,0.69,0.04,0.21,1.53575,2,2,1,0,2,1,2,0,0,1,0,3,3,3,1,1,2,3,1,1,0,0,1.82651666666667,4,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0.1725,0.505,0.9125,0.905,0.495,0.8475,0.156355817630286,0.8,0.6,2.8,1.8,2.6,0.634647393207815,0.321428571428571,1.10194633003868,4,6,10,2,-2
"S045","SONA",21.91295,"30/01/2024","False","Male",20,"High School","White",1.7143,4,2,0,1,0,2,0,0,0,0,0,0,0,2,2,2,1,2,1,1,0,0,2,0,0,0,1.50353166666826,3,0.74,0.83,0.6,0.33,0.86,0.22,0.42,0.25,0.28,0.71,0.65,0.54,0.15,0.91,0.75,0.36,0.41,0.61,0.42,0.27,0.22,0.27,0.74,0.62,1.44625,2,2,1,0,1,1,1,0,1,1,0,1,0,0,1,0,2,3,3,2,0,1,1.82628333333333,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.66,0.5975,0.3825,0.8025,0.5025,0.805,0.124845700618416,0.4,1.4,0.4,0,1.4,0.646200826100983,0.25,0.948683298050514,1,2,3,1,-1
"S046","Experimenter_DM",36.47005,"30/01/2024","False","Male",49,"Master","White",4.68955,3,3,1,1,1,0,0,2,0,2,1,1,1,0,1,2,2,2,1,2,0,2,2,2,2,0,3.36380833333333,1,0.5,0.3,0.27,0.31,0.87,0.5,0.77,0.68,0.28,0.28,0.77,0.5,0.2,0.62,0.17,0.82,0.58,0.08,0.73,0.7,0.08,0.87,0.26,0.75,3.52388333333333,2,2,0,0,1,1,2,0,1,3,0,1,1,0,0,0,0,2,1,3,2,0,4.0047,4,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.315,0.2275,0.595,0.8275,0.5425,0.385,0.164026564217703,1.8,1,1.4,0.8,1.2,0.852141814733449,0.238095238095238,1.02353263143832,5,7,12,2,-2
"S047","SONA",17.7663666666667,"30/01/2024","False","Male",20,"Bachelor","White",0.502366666666667,1,2,2,1,1,0,1,3,2,3,2,3,1,3,2,1,0,2,2,2,2,3,1,2,2,0,0.449086666667461,2,0.57,0.59,0.64,0.43,0.62,0.59,0.64,0.5,0.4,0.7,0.4,0.5,0.39,0.63,0.72,0.69,0.72,0.8,0.76,0.79,0.87,0.8,0.8,0.78,0.8351,4,3,4,3,1,1,0,2,4,1,2,2,3,3,4,2,3,3,2,1,2,1,1.19136666666667,3,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0.4925,0.535,0.42,0.49,0.3325,0.4825,0.207138946515553,1.4,1.8,1.8,2,1.6,0.951387498354538,0.55952380952381,1.13599128098599,6,5,11,-1,1
"S048","Experimenter_DM",32.0792333333333,"30/01/2024","False","Male",44,"Master","White",3.03343333333333,2,1,1,0,1,0,1,2,1,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,2,1.4704,4,0.81,0.73,0.21,0.75,0.64,0.14,0.01,0.07,0.36,0.19,0.87,0.12,0.34,0.74,0.52,0.86,0.4,0.84,0.09,0.14,0.34,0.98,0.94,0.9,1.77288333333333,3,2,2,2,2,2,2,0,1,2,2,3,1,3,0,1,4,3,2,3,0,0,2.47431666666667,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.9125,0.1375,0.6725,0.65,0.5,0.815,0.144071741663694,0.4,0,1.4,1,0.6,0.573582508781417,0.44047619047619,1.13599128098599,0,0,0,0,0
"S049","SONA",27.5163,"30/01/2024","False","Female",19,"High School","White",1.4181,1,3,0,0,3,1,0,2,0,2,0,1,0,0,2,2,0,2,1,0,0,2,2,0,0,2,1.30967833333313,3,0.02,0.85,0.6,0.39,1,0.08,0.03,0.07,0.15,0.86,0.6,0.14,0,0.89,0.54,0.79,0.51,0,0.71,0,0.3,1,0.11,0,1.01816666666667,4,3,2,0,1,0,2,0,0,3,0,4,1,0,0,0,2,3,2,2,0,0,1.40716666666667,2,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0.3475,0.465,0.5325,0.8875,0.945,0.9175,0.20749812418292,0,1.2,2.2,0.4,1.2,0.73263847181568,0.297619047619048,1.32736760616822,4,4,8,0,0
"S050","SONA",24.99535,"31/01/2024","False","Female",19,"High School","White",2.67811666666667,3,3,1,1,2,0,2,3,1,3,2,1,0,1,1,1,1,1,0,1,1,2,1,1,2,2,1.98853333333333,1,0.73,0.84,0.14,0.93,0.28,0.64,0.15,0.25,0.33,0.72,0.84,0.49,0.71,0.86,0.26,0.76,0.28,0.29,0.31,0.13,0.3,0.57,0.73,0.63,1.8525,2,2,2,2,2,2,2,2,0,3,0,1,2,3,3,2,4,1,4,3,0,0,1.42231666666667,4,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0.75,0.3625,0.7875,0.485,0.4875,0.83,0.147948178592386,1,0.8,2.2,1.8,1,0.643417372157755,0.476190476190476,1.22085060121056,1,1,2,0,0
"S051","SONA",23.0659166666667,"31/01/2024","False","Female",20,"High School","White",1.57735,3,1,0,0,1,1,1,2,0,1,1,1,1,1,2,1,1,2,1,1,0,1,2,1,1,1,1.09631666666667,2,0.5,0.94,0.56,0.42,0.56,0.5,0.23,0.26,0.5,0.5,0.56,0.5,0.5,0.6,0.53,0.38,0.5,0.5,0.47,0.41,0.5,0.42,0.63,0.5,1.51123333333333,1,3,1,2,1,1,2,1,1,2,2,3,1,2,2,1,1,3,3,2,1,1,1.50881666666667,4,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0.6075,0.52,0.4425,0.515,0.5,0.7175,0.0719216806156189,1,1.2,1.2,0.6,1,0.488429949701016,0.428571428571429,0.783763812819726,6,5,11,-1,1
"S052","SONA",45.7239333333333,"31/01/2024","False","Female",19,"High School","Black",6.74508333333333,4,1,1,2,3,1,0,1,3,1,0,2,1,3,3,3,1,3,1,1,0,3,2,2,0,3,3.4009600000004,1,0.25,1,0.23,0.91,0.79,0.14,0.68,0.12,0.07,0.69,0.24,0.12,0.04,0.62,0.38,0.73,0.12,0.13,0.63,0.18,0.11,0.31,0.46,0.46,2.41065,2,1,1,0,1,1,0,0,1,3,3,0,1,2,1,0,1,4,1,3,0,0,5.99361666666667,3,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0.35,0.5925,0.785,0.8925,0.7875,0.83,0.144259498821689,1,2,2,0.4,2.8,0.740408586838334,0.285714285714286,1.19522860933439,4,4,8,0,0
"S053","SONA",23.6371,"31/01/2024","False","Male",19,"Bachelor","White",2.0657,3,2,1,2,3,0,0,1,2,1,1,1,1,1,2,2,2,3,1,1,0,2,1,2,1,2,1.79715,4,0.44,0.77,0.28,0.28,0.87,0.58,0.55,0.53,0.29,0.68,0.24,0.56,0.08,0.55,0.85,0.62,0.45,0.64,0.57,0.42,0.42,0.57,0.46,0.55,1.67675,1,2,3,2,2,3,2,3,2,2,1,3,2,2,2,1,2,3,1,1,3,1,2.17685,2,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0.445,0.5375,0.4,0.77,0.4175,0.5925,0.129883175260122,1.4,1,1.8,0.6,2.2,0.617285103646183,0.511904761904762,0.740012869900955,2,1,3,-1,1
